Frame_No,Template_No,x,y,mx,my
153,4,675,219,677.9337,212.12556
153,5,1028,502,1013.85864,490.3469
154,1,106,242,106.67805,239.66599
154,2,210,227,211.54095,223.70432
154,3,573,152,575.6918,146.14746
154,4,675,219,678.0071,211.78778
154,5,1028,502,1013.86066,489.924
155,1,106,242,106.68772,239.83905
155,2,210,227,211.54257,223.92093
155,3,573,152,576.02374,146.50471
155,4,675,219,678.1688,212.01926
155,5,1028,502,1014.17865,490.3086
156,1,106,242,106.68914,240.26251
156,2,210,227,211.54292,224.31123
156,3,573,152,576.09,146.94414
156,4,675,219,678.05945,212.45985
156,5,1028,502,1014.4711,490.77954
157,1,106,242,106.16169,240.37236
157,2,210,227,211.14105,224.29317
157,3,573,152,575.56,147.13312
157,4,675,219,677.93756,212.80904
157,5,1028,502,1014.05896,490.72696
158,1,106,242,106.53794,240.34749
158,2,210,227,211.5095,224.33086
158,3,573,152,576.075,147.0173
158,4,675,219,678.30035,212.60577
158,5,1028,502,1014.44086,490.77866
159,1,106,242,105.98119,240.19144
159,2,210,227,210.94,224.1225
159,3,573,152,575.69586,147.00363
159,4,675,219,678.04175,212.73541
159,5,1028,502,1013.9306,490.7841
160,1,106,242,105.93212,240.01793
160,2,210,227,210.93626,224.15129
160,3,573,152,575.8515,147.02266
160,4,675,219,678.1108,212.74867
160,5,1028,502,1013.9731,490.88315
161,1,106,242,105.389435,240.0313
161,2,210,227,210.4164,224.14189
161,3,573,152,575.44745,146.9508
161,4,675,219,677.87915,212.81926
161,5,1028,502,1014.0735,490.84406
162,1,106,242,105.3918,240.03069
162,2,210,227,210.53197,224.18811
162,3,573,152,575.42816,146.94673
162,4,675,219,677.92395,212.70908
162,5,1028,502,1014.4407,490.81628
163,1,106,242,105.46481,240.08864
163,2,210,227,210.48686,224.3302
163,3,573,152,575.20483,146.85162
163,4,675,219,677.85535,212.59727
163,5,1028,502,1014.9978,490.76788
164,1,106,242,106.0566,240.53119
164,2,210,227,210.72133,224.60242
164,3,573,152,575.08466,146.79425
164,4,675,219,677.4637,212.07405
164,5,1028,502,1015.1848,490.4522
165,1,106,242,106.29475,240.23013
165,2,210,227,211.08424,224.1501
165,3,573,152,575.6003,146.44565
165,4,675,219,677.8674,211.92471
165,5,1028,502,1015.2414,490.14172
166,1,106,242,106.36721,240.35825
166,2,210,227,211.18004,224.47816
166,3,573,152,575.7469,146.68631
166,4,675,219,678.0096,212.12071
166,5,1028,502,1015.28894,489.82782
167,1,106,242,105.759575,240.12032
167,2,210,227,210.68857,224.13953
167,3,573,152,575.2897,146.19554
167,4,675,219,677.8137,211.73817
167,5,1028,502,1015.06366,489.4223
168,1,106,242,105.21275,240.0244
168,2,210,227,210.13713,223.92719
168,3,573,152,575.1718,146.1963
168,4,675,219,677.7506,211.79468
168,5,1028,502,1014.95685,489.28308
169,1,106,242,105.11135,240.24005
169,2,210,227,210.10902,224.13504
169,3,573,152,575.04956,146.55075
169,4,675,219,677.56366,212.17387
169,5,1028,502,1014.8499,489.4336
170,1,106,242,105.01764,240.33372
170,2,210,227,210.04805,224.18987
170,3,573,152,575.0204,146.49808
170,4,675,219,677.45435,211.90005
170,5,1028,502,1014.60156,489.60324
171,1,106,242,105.08678,240.3857
171,2,210,227,210.1557,224.28404
171,3,573,152,575.0783,146.60373
171,4,675,219,677.3804,212.04199
171,5,1028,502,1014.61884,489.87878
172,1,106,242,105.22419,240.28365
172,2,210,227,210.28387,224.29266
172,3,573,152,575.4066,146.57535
172,4,675,219,677.7512,212.14108
172,5,1028,502,1014.98376,489.79248
173,1,106,242,104.80425,241.09953
173,2,210,227,209.91183,224.94441
173,3,573,152,574.8954,146.97513
173,4,675,219,677.1657,212.39542
173,5,1028,502,1014.56384,490.01114
174,1,106,242,104.86086,240.99965
174,2,210,227,209.93817,224.88475
174,3,573,152,574.9507,146.9411
174,4,675,219,677.3806,212.12408
174,5,1028,502,1014.52057,490.0094
175,1,106,242,104.822395,241.12312
175,2,210,227,209.91309,224.89256
175,3,573,152,574.8415,146.64896
175,4,675,219,677.3643,212.02339
175,5,1028,502,1014.45856,490.2454
176,1,106,242,104.902245,241.33968
176,2,210,227,210.03421,225.13257
176,3,573,152,574.9908,146.92294
176,4,675,219,677.5024,212.3932
176,5,1028,502,1014.3965,490.2744
177,1,106,242,104.92424,241.51328
177,2,210,227,210.01047,225.19246
177,3,573,152,574.8957,146.93672
177,4,675,219,677.08856,212.30003
177,5,1028,502,1014.0988,490.12747
178,1,106,242,104.965675,241.29918
178,2,210,227,210.13535,225.02576
178,3,573,152,574.99536,146.91106
178,4,675,219,677.562,212.259
178,5,1028,502,1014.14294,489.84042
179,1,106,242,104.46051,241.85065
179,2,210,227,209.64365,225.66302
179,3,573,152,574.6559,147.17282
179,4,675,219,677.24445,212.5232
179,5,1028,502,1013.7282,490.0547
180,1,106,242,104.49703,241.67233
180,2,210,227,209.78519,225.55385
180,3,573,152,574.6788,147.17737
180,4,675,219,677.0898,212.38992
180,5,1028,502,1013.63544,489.6098
181,1,106,242,104.04033,241.61337
181,2,210,227,209.16464,225.37602
181,3,573,152,574.5097,147.07393
181,4,675,219,676.9364,212.4367
181,5,1028,502,1013.46576,489.49005
182,1,106,242,103.94143,241.30814
182,2,210,227,209.1852,225.01596
182,3,573,152,574.6358,146.74802
182,4,675,219,677.2377,212.08987
182,5,1028,502,1013.60767,488.92587
183,1,106,242,103.46017,241.29678
183,2,210,227,208.85577,225.11794
183,3,573,152,574.1629,146.63004
183,4,675,219,676.92456,212.15697
183,5,1028,502,1013.2209,489.26318
184,1,106,242,103.60542,241.58325
184,2,210,227,208.78975,225.20067
184,3,573,152,574.13477,146.68054
184,4,675,219,676.8097,212.1799
184,5,1028,502,1013.49414,489.3307
185,1,106,242,103.39991,241.86824
185,2,210,227,208.68344,225.51532
185,3,573,152,573.6123,146.73747
185,4,675,219,676.2671,212.03857
185,5,1028,502,1013.1365,489.3815
186,1,106,242,103.47215,242.73848
186,2,210,227,208.62396,226.3166
186,3,573,152,573.559,147.23624
186,4,675,219,676.3704,212.54364
186,5,1028,502,1013.0825,489.77924
187,1,106,242,103.94402,242.88362
187,2,210,227,208.85916,226.37262
187,3,573,152,573.5598,147.15453
187,4,675,219,676.1565,212.30501
187,5,1028,502,1013.5109,489.55533
188,1,106,242,104.36,242.92511
188,2,210,227,209.24567,226.52158
188,3,573,152,573.57526,147.25427
188,4,675,219,676.203,212.20392
188,5,1028,502,1013.5641,489.50955
189,1,106,242,103.921776,243.13428
189,2,210,227,208.95271,226.62216
189,3,573,152,573.0762,147.32196
189,4,675,219,675.60944,212.34436
189,5,1028,502,1012.6555,489.57736
190,1,106,242,104.13615,243.07254
190,2,210,227,209.03406,226.63542
190,3,573,152,573.46246,147.66089
190,4,675,219,676.2045,212.59879
190,5,1028,502,1012.5799,489.50458
191,1,106,242,103.95945,242.69592
191,2,210,227,209.04805,226.28453
191,3,573,152,573.7372,147.28067
191,4,675,219,676.0247,212.40189
191,5,1028,502,1012.2855,489.853
192,1,106,242,103.31376,243.08064
192,2,210,227,208.5157,226.80038
192,3,573,152,573.2744,147.92703
192,4,675,219,675.80676,213.18086
192,5,1028,502,1011.80896,490.21567
193,1,106,242,103.59127,242.91887
193,2,210,227,208.56458,226.46529
193,3,573,152,573.3962,147.67468
193,4,675,219,676.10455,212.86104
193,5,1028,502,1011.97314,490.1537
194,1,106,242,103.44601,242.82826
194,2,210,227,208.49142,226.4045
194,3,573,152,573.0836,147.67215
194,4,675,219,675.9029,212.93683
194,5,1028,502,1011.84863,490.20163
195,1,106,242,103.63898,243.08647
195,2,210,227,208.86423,226.63931
195,3,573,152,573.4442,147.92087
195,4,675,219,675.91034,213.17519
195,5,1028,502,1011.7541,490.60205
196,1,106,242,103.69266,243.90157
196,2,210,227,208.82463,227.52234
196,3,573,152,573.2768,148.68127
196,4,675,219,675.9647,213.79646
196,5,1028,502,1011.7349,490.93033
197,1,106,242,103.41458,244.14299
197,2,210,227,208.63252,227.74603
197,3,573,152,572.8357,148.7337
197,4,675,219,675.6503,213.89133
197,5,1028,502,1011.4764,490.9458
198,1,106,242,103.507996,244.23756
198,2,210,227,208.68044,227.76338
198,3,573,152,572.836,148.77252
198,4,675,219,675.54004,213.91396
198,5,1028,502,1011.3519,490.8753
199,1,106,242,104.13783,244.60971
199,2,210,227,209.00668,228.00922
199,3,573,152,573.1843,148.87692
199,4,675,219,675.8058,213.8323
199,5,1028,502,1011.3152,490.81354
200,1,106,242,103.65252,244.79095
200,2,210,227,208.61783,228.17952
200,3,573,152,572.60846,148.89088
200,4,675,219,675.4167,213.60336
200,5,1028,502,1010.99066,490.65582
201,1,106,242,103.7795,245.29149
201,2,210,227,208.8111,228.75612
201,3,573,152,572.8309,149.42828
201,4,675,219,675.40326,213.9718
201,5,1028,502,1011.33136,490.97018
202,1,106,242,103.72616,245.272
202,2,210,227,208.66278,228.74901
202,3,573,152,572.6608,149.50134
202,4,675,219,675.2212,214.1054
202,5,1028,502,1010.77167,490.83386
203,1,106,242,103.72615,245.272
203,2,210,227,208.70747,228.78848
203,3,573,152,572.6586,149.50194
203,4,675,219,675.2353,214.1885
203,5,1028,502,1010.70386,490.90442
204,1,106,242,103.70082,245.42516
204,2,210,227,208.82004,228.98056
204,3,573,152,572.9811,149.73917
204,4,675,219,675.629,214.83197
204,5,1028,502,1010.57806,490.97202
205,1,106,242,103.765274,245.75067
205,2,210,227,208.68277,229.13838
205,3,573,152,573.00476,150.11057
205,4,675,219,675.5119,215.24988
205,5,1028,502,1010.26196,491.51984
206,1,106,242,103.69622,245.57816
206,2,210,227,208.60056,229.20929
206,3,573,152,573.0433,150.40518
206,4,675,219,675.40186,215.14815
206,5,1028,502,1010.0433,491.59717
207,1,106,242,102.98247,245.2537
207,2,210,227,207.99211,228.99086
207,3,573,152,572.7204,150.48514
207,4,675,219,675.3261,215.54108
207,5,1028,502,1009.3868,492.28897
208,1,106,242,103.489944,245.13786
208,2,210,227,208.58784,229.00372
208,3,573,152,573.2457,150.6369
208,4,675,219,675.75183,215.98944
208,5,1028,502,1009.5691,492.352
209,1,106,242,103.50456,245.2255
209,2,210,227,208.58672,228.98563
209,3,573,152,573.2686,150.68004
209,4,675,219,675.7438,215.9967
209,5,1028,502,1009.26825,492.66525
210,1,106,242,103.77531,245.64313
210,2,210,227,208.65268,229.4205
210,3,573,152,573.32336,151.13206
210,4,675,219,675.60516,216.44096
210,5,1028,502,1009.16174,492.74982
211,1,106,242,103.78196,246.08234
211,2,210,227,208.79448,229.69798
211,3,573,152,573.1001,151.41173
211,4,675,219,675.86755,216.52841
211,5,1028,502,1009.07904,492.8119
212,1,106,242,103.81942,246.99217
212,2,210,227,208.7143,230.60976
212,3,573,152,572.753,151.94864
212,4,675,219,675.2978,216.75854
212,5,1028,502,1008.94543,492.84793
213,1,106,242,103.67489,246.98279
213,2,210,227,208.62848,230.62401
213,3,573,152,572.4424,151.90604
213,4,675,219,675.10114,216.75006
213,5,1028,502,1008.25214,492.59393
214,1,106,242,103.76858,247.41609
214,2,210,227,208.76392,231.05663
214,3,573,152,572.89026,152.1294
214,4,675,219,675.31384,216.8132
214,5,1028,502,1008.35114,492.60516
215,1,106,242,103.85115,248.12717
215,2,210,227,208.92651,231.62383
215,3,573,152,573.0871,152.42255
215,4,675,219,675.3733,216.97212
215,5,1028,502,1008.43115,492.68622
216,1,106,242,103.82017,248.22456
216,2,210,227,208.90298,231.79915
216,3,573,152,573.08856,152.4259
216,4,675,219,675.43744,216.9476
216,5,1028,502,1008.6071,492.2948
217,1,106,242,103.68514,249.35477
217,2,210,227,208.74272,232.81087
217,3,573,152,572.855,153.4136
217,4,675,219,675.243,217.93246
217,5,1028,502,1008.41437,493.16125
218,1,106,242,103.48006,249.58159
218,2,210,227,208.29558,232.96469
218,3,573,152,572.3514,153.78702
218,4,675,219,674.7641,218.29448
218,5,1028,502,1007.907,493.2109
219,1,106,242,103.78661,249.57547
219,2,210,227,208.4522,233.00038
219,3,573,152,572.5945,153.9748
219,4,675,219,675.25616,218.63219
219,5,1028,502,1007.91736,493.69772
220,1,106,242,103.26191,249.64122
220,2,210,227,208.21518,233.04143
220,3,573,152,572.51135,154.29407
220,4,675,219,674.8351,219.00056
220,5,1028,502,1007.45306,494.05115
221,1,106,242,103.09219,249.65938
221,2,210,227,208.0929,233.10362
221,3,573,152,572.5425,154.39487
221,4,675,219,674.7724,219.34215
221,5,1028,502,1007.268,494.45715
222,1,106,242,102.92981,249.68196
222,2,210,227,207.96548,233.15384
222,3,573,152,572.3663,154.52298
222,4,675,219,674.97406,219.67017
222,5,1028,502,1007.3306,495.01135
223,1,106,242,102.95834,249.9633
223,2,210,227,208.09592,233.6823
223,3,573,152,572.3719,155.21643
223,4,675,219,674.8031,220.02727
223,5,1028,502,1007.45264,495.18924
224,1,106,242,102.95516,250.21367
224,2,210,227,207.95053,233.88124
224,3,573,152,572.0248,155.20744
224,4,675,219,674.4253,219.83366
224,5,1028,502,1007.36633,495.25317
225,1,106,242,103.21806,250.7502
225,2,210,227,208.01376,234.26634
225,3,573,152,571.9662,155.32593
225,4,675,219,674.3967,219.85056
225,5,1028,502,1007.5986,495.00903
226,1,106,242,103.084885,250.7817
226,2,210,227,207.9928,234.2267
226,3,573,152,571.82245,155.40833
226,4,675,219,674.3668,219.86574
226,5,1028,502,1007.7291,494.81854
227,1,106,242,103.01518,251.46086
227,2,210,227,207.96307,235.0008
227,3,573,152,571.71643,156.09268
227,4,675,219,674.2441,220.74869
227,5,1028,502,1007.9771,495.41882
228,1,106,242,103.033775,251.37083
228,2,210,227,207.92096,235.0328
228,3,573,152,571.52563,156.16533
228,4,675,219,674.14594,220.77985
228,5,1028,502,1008.0552,495.3055
229,1,106,242,102.80219,250.97449
229,2,210,227,207.65305,234.68999
229,3,573,152,571.0691,155.71704
229,4,675,219,673.832,220.74734
229,5,1028,502,1007.9713,495.13943
230,1,106,242,103.08342,251.2989
230,2,210,227,207.89175,234.97972
230,3,573,152,571.2376,156.05238
230,4,675,219,673.91174,220.87006
230,5,1028,502,1008.8877,495.18774
231,1,106,242,103.15882,251.48631
231,2,210,227,207.90404,235.11053
231,3,573,152,570.8533,156.24832
231,4,675,219,673.3278,220.88623
231,5,1028,502,1009.0407,495.4772
232,1,106,242,103.471436,251.6398
232,2,210,227,207.96681,235.29884
232,3,573,152,570.75604,156.40187
232,4,675,219,673.2564,220.99348
232,5,1028,502,1009.5192,495.7022
233,1,106,242,104.03469,251.75572
233,2,210,227,208.23286,235.29884
233,3,573,152,570.7625,156.25534
233,4,675,219,673.336,220.84624
233,5,1028,502,1010.20233,495.79266
234,1,106,242,103.82758,251.82497
234,2,210,227,207.99344,235.34608
234,3,573,152,570.0856,156.24257
234,4,675,219,672.60144,221.13919
234,5,1028,502,1009.7391,495.829
235,1,106,242,104.31775,251.69128
235,2,210,227,208.40887,235.36726
235,3,573,152,570.3782,156.64563
235,4,675,219,672.9086,221.1341
235,5,1028,502,1010.37103,496.0217
236,1,106,242,104.05994,251.81773
236,2,210,227,208.31262,235.56937
236,3,573,152,570.0494,156.88689
236,4,675,219,672.7192,221.71542
236,5,1028,502,1010.5451,496.035
237,1,106,242,104.09163,251.48549
237,2,210,227,208.28896,235.28548
237,3,573,152,570.1263,156.64108
237,4,675,219,672.3962,221.1924
237,5,1028,502,1011.02826,495.90918
238,1,106,242,104.69882,251.53395
238,2,210,227,208.64551,235.51442
238,3,573,152,570.0275,156.95389
238,4,675,219,672.7214,221.97017
238,5,1028,502,1012.6914,496.93823
239,1,106,242,104.89314,251.20924
239,2,210,227,208.6208,235.3294
239,3,573,152,569.22437,156.95045
239,4,675,219,671.9515,221.87862
239,5,1028,502,1013.4173,496.835
240,1,106,242,105.312805,251.14056
240,2,210,227,208.67004,235.27325
240,3,573,152,568.3835,157.14224
240,4,675,219,670.9389,221.96364
240,5,1028,502,1014.0091,496.7311
241,1,106,242,105.886,251.32596
241,2,210,227,208.8412,235.38737
241,3,573,152,567.79425,157.04152
241,4,675,219,670.3493,221.87878
241,5,1028,502,1015.1838,496.92484
242,1,106,242,106.175606,251.73607
242,2,210,227,208.89964,235.85162
242,3,573,152,566.87604,157.23422
242,4,675,219,669.44495,221.8809
242,5,1028,502,1015.75745,496.98505
243,1,106,242,106.854576,251.76836
243,2,210,227,209.20561,235.84457
243,3,573,152,566.6659,156.85242
243,4,675,219,669.06,221.45572
243,5,1028,502,1017.18915,496.98022
244,1,106,242,108.35873,252.13147
244,2,210,227,210.4162,236.02783
244,3,573,152,566.7989,156.89769
244,4,675,219,669.37335,221.18082
244,5,1028,502,1019.7422,496.74747
245,1,106,242,110.2699,251.97852
245,2,210,227,211.92876,235.76672
245,3,573,152,567.3219,155.81915
245,4,675,219,669.87244,220.06624
245,5,1028,502,1022.1691,495.43872
246,1,106,242,112.1758,253.66695
246,2,210,227,213.50322,237.34703
246,3,573,152,568.0321,156.8501
246,4,675,219,671.04486,220.66985
246,5,1028,502,1025.0513,495.13297
247,1,106,242,115.46091,253.91602
247,2,210,227,216.39445,237.46918
247,3,573,152,569.905,156.1734
247,4,675,219,672.99445,219.93098
247,5,1028,502,1029.1561,494.24744
248,1,106,242,118.81784,254.25342
248,2,210,227,219.40788,237.80962
248,3,573,152,572.0496,156.07632
248,4,675,219,674.9371,219.48177
248,5,1028,502,1032.6182,493.70288
249,1,106,242,123.28665,254.5882
249,2,210,227,223.53992,238.08382
249,3,573,152,575.42303,156.13373
249,4,675,219,678.31854,219.2553
249,5,1028,502,1036.8354,493.70728
250,1,106,242,127.1077,254.36554
250,2,210,227,227.27232,237.8333
250,3,573,152,578.50104,155.83464
250,4,675,219,681.62854,219.12984
250,5,1028,502,1040.4519,493.48816
251,1,106,242,131.7692,254.69893
251,2,210,227,231.60013,238.10513
251,3,573,152,582.5349,155.85962
251,4,675,219,685.4613,218.8455
251,5,1028,502,1044.6252,493.0984
252,1,106,242,134.87282,254.49245
252,2,210,227,234.6564,238.04727
252,3,573,152,585.4734,155.87106
252,4,675,219,688.3864,218.72337
252,5,1028,502,1046.9995,492.72794
253,1,106,242,137.65614,255.02136
253,2,210,227,237.25484,238.51755
253,3,573,152,587.9001,156.33087
253,4,675,219,690.7029,219.36536
253,5,1028,502,1049.4519,492.93927
254,1,106,242,140.40924,254.8629
254,2,210,227,239.96063,238.41644
254,3,573,152,590.4916,156.17912
254,4,675,219,693.42694,218.92812
254,5,1028,502,1051.7423,492.4674
255,1,106,242,142.52849,254.3556
255,2,210,227,242.17664,237.87218
255,3,573,152,592.8531,155.46518
255,4,675,219,695.8706,218.72705
255,5,1028,502,1053.2957,492.398
256,1,106,242,144.08757,254.33562
256,2,210,227,243.81262,237.93573
256,3,573,152,594.4811,155.65637
256,4,675,219,697.347,218.6659
256,5,1028,502,1054.1006,492.28064
257,1,106,242,145.03487,254.39322
257,2,210,227,244.78142,237.98167
257,3,573,152,595.6898,155.73303
257,4,675,219,698.51544,219.16043
257,5,1028,502,1054.4305,492.63333
258,1,106,242,146.83157,254.67043
258,2,210,227,246.2935,238.10353
258,3,573,152,597.2973,156.1033
258,4,675,219,700.0959,219.08183
258,5,1028,502,1055.7288,492.6929
259,1,106,242,147.88998,254.63779
259,2,210,227,247.3434,238.08522
259,3,573,152,598.355,156.03123
259,4,675,219,701.14813,219.12514
259,5,1028,502,1056.1831,492.75262
260,1,106,242,148.68594,254.8106
260,2,210,227,248.21082,238.38766
260,3,573,152,599.2056,156.272
260,4,675,219,701.9562,219.31384
260,5,1028,502,1056.8245,492.7018
261,1,106,242,149.32465,254.59479
261,2,210,227,248.62415,238.20029
261,3,573,152,599.4215,155.88303
261,4,675,219,702.4319,218.80746
261,5,1028,502,1057.07,491.9703
262,1,106,242,149.74242,254.34903
262,2,210,227,249.34517,237.80272
262,3,573,152,600.2211,155.45436
262,4,675,219,703.2958,218.53448
262,5,1028,502,1057.5967,491.2824
263,1,106,242,150.73108,254.34386
263,2,210,227,250.3071,237.82674
263,3,573,152,601.389,155.49387
263,4,675,219,704.4598,218.58997
263,5,1028,502,1058.5988,491.39832
264,1,106,242,151.4689,254.29823
264,2,210,227,250.9187,237.88391
264,3,573,152,601.99475,155.47327
264,4,675,219,705.16516,218.6602
264,5,1028,502,1059.0161,491.54318
265,1,106,242,151.75958,254.26688
265,2,210,227,251.44617,237.6037
265,3,573,152,602.5212,155.16165
265,4,675,219,705.434,218.11879
265,5,1028,502,1059.5797,491.17844
266,1,106,242,152.28995,254.74281
266,2,210,227,251.94385,238.08786
266,3,573,152,602.9298,155.57448
266,4,675,219,706.15717,218.75735
266,5,1028,502,1060.2653,491.36426
267,1,106,242,152.22083,254.81998
267,2,210,227,251.76749,238.22946
267,3,573,152,602.81213,155.48795
267,4,675,219,705.9379,218.78477
267,5,1028,502,1060.4072,491.5867
268,1,106,242,153.25136,254.86014
268,2,210,227,252.83696,238.19302
268,3,573,152,603.68066,155.3473
268,4,675,219,706.9717,218.65318
268,5,1028,502,1061.6697,491.5632
269,1,106,242,153.48926,255.34962
269,2,210,227,252.94722,238.69145
269,3,573,152,603.7472,155.51527
269,4,675,219,707.00684,218.77737
269,5,1028,502,1062.005,491.8466
270,1,106,242,154.20087,255.31111
270,2,210,227,253.62732,238.74078
270,3,573,152,604.3358,155.52965
270,4,675,219,707.57446,218.87077
270,5,1028,502,1062.7155,491.75305
271,1,106,242,154.87378,255.3231
271,2,210,227,254.27666,238.73175
271,3,573,152,605.00476,155.4841
271,4,675,219,708.4013,218.62993
271,5,1028,502,1063.6465,491.66776
272,1,106,242,155.0871,255.01573
272,2,210,227,254.47017,238.25221
272,3,573,152,605.24774,155.01901
272,4,675,219,708.33167,217.9454
272,5,1028,502,1064.1952,491.012
273,1,106,242,155.30307,255.51369
273,2,210,227,254.55655,238.87598
273,3,573,152,605.3282,155.49686
273,4,675,219,708.6555,218.79976
273,5,1028,502,1064.2457,491.0093
274,1,106,242,155.37155,255.3419
274,2,210,227,254.88925,238.57567
274,3,573,152,605.73334,154.96558
274,4,675,219,708.93304,218.10335
274,5,1028,502,1064.752,490.62662
275,1,106,242,156.37482,255.06499
275,2,210,227,255.77922,238.26202
275,3,573,152,606.833,154.48148
275,4,675,219,710.23474,217.57364
275,5,1028,502,1065.9225,489.97665
276,1,106,242,155.92981,255.48969
276,2,210,227,255.42506,238.58803
276,3,573,152,606.5664,154.76242
276,4,675,219,709.8807,217.85022
276,5,1028,502,1065.5835,490.5572
277,1,106,242,156.31451,255.69534
277,2,210,227,255.91689,238.70766
277,3,573,152,607.18256,154.79224
277,4,675,219,710.5708,218.05687
277,5,1028,502,1065.8575,490.7315
278,1,106,242,156.31082,255.65012
278,2,210,227,255.9668,238.76602
278,3,573,152,607.568,154.85036
278,4,675,219,710.8195,218.14409
278,5,1028,502,1065.902,491.34137
279,1,106,242,156.09055,255.12006
279,2,210,227,255.8203,238.32205
279,3,573,152,607.61383,154.70346
279,4,675,219,710.91077,217.93619
279,5,1028,502,1065.876,491.3772
280,1,106,242,156.17828,254.7259
280,2,210,227,255.94363,237.92874
280,3,573,152,607.9492,154.53552
280,4,675,219,711.27234,217.65816
280,5,1028,502,1065.8301,491.4501
281,1,106,242,156.06287,254.3665
281,2,210,227,256.05682,237.53897
281,3,573,152,608.1632,154.36987
281,4,675,219,711.3094,217.64081
281,5,1028,502,1065.5293,491.83078
282,1,106,242,156.02338,254.06339
282,2,210,227,255.9788,237.30501
282,3,573,152,608.22784,154.32817
282,4,675,219,711.4675,217.57037
282,5,1028,502,1065.627,491.92316
283,1,106,242,155.98112,254.4074
283,2,210,227,256.0876,237.5171
283,3,573,152,608.29285,154.4342
283,4,675,219,711.32385,217.72371
283,5,1028,502,1065.9645,492.43646
284,1,106,242,156.23495,254.27458
284,2,210,227,256.26675,237.41684
284,3,573,152,608.40515,154.29402
284,4,675,219,711.7266,217.81448
284,5,1028,502,1066.5115,491.98947
285,1,106,242,156.60388,254.2242
285,2,210,227,256.65485,237.33936
285,3,573,152,608.3866,154.14516
285,4,675,219,711.52826,217.30629
285,5,1028,502,1066.7604,491.72614
286,1,106,242,156.24757,253.8951
286,2,210,227,256.25256,237.0039
286,3,573,152,608.0984,153.79066
286,4,675,219,711.3839,216.7801
286,5,1028,502,1066.4132,491.49548
287,1,106,242,156.14597,254.3561
287,2,210,227,256.17407,237.431
287,3,573,152,608.14197,154.10945
287,4,675,219,711.14734,217.22993
287,5,1028,502,1066.0326,491.75443
288,1,106,242,156.30927,253.80345
288,2,210,227,256.7071,236.97307
288,3,573,152,608.8591,153.69345
288,4,675,219,711.9791,216.93419
288,5,1028,502,1066.5005,490.88577
289,1,106,242,156.30357,253.68967
289,2,210,227,256.63068,236.98657
289,3,573,152,608.90436,153.7709
289,4,675,219,711.86316,217.04056
289,5,1028,502,1066.73,490.92548
290,1,106,242,155.7792,253.3021
290,2,210,227,256.02386,236.4347
290,3,573,152,608.4136,153.56802
290,4,675,219,711.69415,216.96437
290,5,1028,502,1066.3611,491.07312
291,1,106,242,156.06186,253.30739
291,2,210,227,256.4732,236.33293
291,3,573,152,609.102,153.49692
291,4,675,219,712.163,216.81802
291,5,1028,502,1067.1707,491.0735
292,1,106,242,155.92827,253.828
292,2,210,227,256.34894,236.98557
292,3,573,152,609.0079,153.94345
292,4,675,219,711.88873,217.41183
292,5,1028,502,1067.1694,491.12915
293,1,106,242,156.11766,253.62921
293,2,210,227,256.5204,236.83412
293,3,573,152,609.15045,153.68295
293,4,675,219,712.26447,216.81856
293,5,1028,502,1067.507,490.84598
294,1,106,242,156.07208,253.5942
294,2,210,227,256.4908,236.72433
294,3,573,152,609.0323,153.5554
294,4,675,219,712.2249,216.7442
294,5,1028,502,1067.6757,490.20642
295,1,106,242,156.01572,253.81796
295,2,210,227,256.4828,236.77432
295,3,573,152,608.8899,153.41296
295,4,675,219,712.1876,216.66168
295,5,1028,502,1067.7588,490.20425
296,1,106,242,155.9571,254.00713
296,2,210,227,256.29688,237.0414
296,3,573,152,608.89197,153.37946
296,4,675,219,712.148,216.61174
296,5,1028,502,1067.9469,490.0948
297,1,106,242,155.80391,254.34813
297,2,210,227,256.08118,237.19463
297,3,573,152,608.504,153.27917
297,4,675,219,711.87396,216.632
297,5,1028,502,1067.9904,489.94467
298,1,106,242,156.09552,253.83946
298,2,210,227,256.42798,236.83997
298,3,573,152,608.3627,152.8307
298,4,675,219,711.83685,215.88106
298,5,1028,502,1068.1173,489.05515
299,1,106,242,156.43115,253.89342
299,2,210,227,256.57144,236.89677
299,3,573,152,608.53094,152.76056
299,4,675,219,711.9679,215.76224
299,5,1028,502,1068.2338,488.95364
300,1,106,242,156.4432,253.87688
300,2,210,227,256.61212,236.85329
300,3,573,152,608.85034,153.03653
300,4,675,219,712.04846,215.9543
300,5,1028,502,1067.6965,488.84634
301,1,106,242,156.27646,253.7398
301,2,210,227,256.58865,236.75911
301,3,573,152,609.12585,153.10657
301,4,675,219,712.13416,216.11688
301,5,1028,502,1066.7262,489.15634
302,1,106,242,156.04776,253.40298
302,2,210,227,256.58588,236.68816
302,3,573,152,609.56726,153.22456
302,4,675,219,712.45917,216.08244
302,5,1028,502,1066.6349,489.0019
303,1,106,242,155.80269,252.90248
303,2,210,227,256.28668,235.96286
303,3,573,152,609.4091,152.8153
303,4,675,219,712.51184,216.34784
303,5,1028,502,1066.505,488.8562
304,1,106,242,155.87456,252.97542
304,2,210,227,256.4972,236.05252
304,3,573,152,609.73846,153.16739
304,4,675,219,712.7114,216.49998
304,5,1028,502,1066.2483,489.70877
305,1,106,242,155.80084,252.46648
305,2,210,227,256.54926,235.70715
305,3,573,152,609.66986,152.78108
305,4,675,219,712.6163,216.38994
305,5,1028,502,1066.0293,489.20786
